-e FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
-e 101090						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Bap intake	Categorical single
-e 101160						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Bread roll intake	Categorical single
-e 101230						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Naan bread intake	Categorical single
-e 101240						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Garlic bread intake	Categorical single
-e 101250						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Crispbread intake	Categorical single
-e 101260						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Oatcakes intake	Categorical single
-e 101270						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Other bread intake	Categorical single
-e 101300						100010	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Butter/margarine on bread/crackers	Categorical single
-e 101310						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Number of bread slices with butter/margarine	Categorical single
-e 101350						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Number of baguettes with butter/margarine	Categorical single
-e 101390						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Number of baps with  butter/margarine	Categorical single
-e 101430						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Number of bread rolls with  butter/margarine	Categorical single
-e 101470						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Number of crackers/crispbreads with butter/margarine	Categorical single
-e 101510						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Number of oatcakes with  butter/margarine	Categorical single
-e 101550						100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Number of other bread types with  butter/margarine	Categorical single
-e 101970						100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Double crust pastry intake	Categorical single
-e 101980						100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Single crust pastry intake	Categorical single
-e 101990						100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Crumble intake	Categorical single
-e 102000						100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Pizza intake	Categorical single
-e 102010						100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Pancake intake	Categorical single
-e 102020						100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Scotch pancake intake	Categorical single
-e 102030						100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Yorkshire pudding intake	Categorical single
-e 102040						100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Indian snacks intake	Categorical single
-e 102050						100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Croissant intake	Categorical single
-e 102060						100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Danish pastry intake	Categorical single
-e 102070						100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Scone intake	Categorical single
-e 102080						100010	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Yogurt/ice-cream consumers	Categorical single
-e 102090						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Yogurt intake	Categorical single
-e 102120						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Ice-cream intake	Categorical single
-e 102130						100010	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Dessert consumers	Categorical single
-e 102140						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Milk-based pudding intake	Categorical single
-e 102150						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Other milk-based pudding intake	Categorical single
-e 102170						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Soya dessert intake	Categorical single
-e 102180						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Fruitcake intake	Categorical single
-e 102190						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Cake intake	Categorical single
-e 102200						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Doughnut intake	Categorical single
-e 102210						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Sponge pudding intake	Categorical single
-e 102220						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Cheesecake intake	Categorical single
-e 102230						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Other dessert intake	Categorical single
-e 102250						100010	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Sweet snack consumers	Categorical single
-e 102260						100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Chocolate bar intake	Categorical single
-e 102270						100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	White chocolate intake	Categorical single
-e 102280						100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Milk chocolate intake	Categorical single
-e 102290						100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Dark chocolate intake	Categorical single
-e 102300						100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Chocolate-covered raisin intake	Categorical single
-e 102310						100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Chocolate sweet intake	Categorical single
-e 102320						100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Diet sweets intake	Categorical single
-e 102330						100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Sweets intake	Categorical single
-e 102340						100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Chocolate-covered biscuits intake	Categorical single
-e 102350						100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Chocolate biscuits intake	Categorical single
-e 102360						100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Sweet biscuits intake	Categorical single
-e 102370						100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Cereal bar intake	Categorical single
-e 102380						100005	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Other sweets intake	Categorical single
-e 102400						100010	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Savoury snack consumers	Categorical single
-e 102410						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Salted peanuts intake	Categorical single
-e 102420						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Unsalted peanuts intake	Categorical single
-e 102430						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Salted nuts intake	Categorical single
-e 102440						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Unsalted nuts intake	Categorical single
-e 102450						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Seeds intake	Categorical single
-e 102460						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Crisp intake	Categorical single
-e 102470						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Savoury biscuits intake	Categorical single
-e 102480						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Cheesy biscuits intake	Categorical single
-e 102490						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Olives intake	Categorical single
-e 102500						100003	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Other savoury snack intake	Categorical single
-e 102520						100010	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Soup consumers	Categorical single
-e 102530						100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Powdered/instant soup intake	Categorical single
-e 102540						100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Canned soup intake	Categorical single
-e 102620						100004	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday	100109	Homemade soup intake	Categorical single
-e 102700						100010	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Starchy food consumers	Categorical single
